userId,movieId,rating,timestamp
611,1726,3.0,942051332
611,1857,3.0,941812872
624,949,4.0,851185469
624,1250,5.0,847485497
625,1250,5.0,1111086005
625,1927,5.0,1112055433
627,1250,4.0,1138369229
655,1979,1.0,956621298
658,1250,5.0,981665180
660,1250,4.0,1113502171
661,1250,4.0,1028024186
667,2080,4.0,925760940
669,2080,2.0,950309297
674,2080,3.0,1473551596
686,1250,5.0,1130434267
701,1250,3.0,1249088219
711,2080,3.5,1237835144
713,558,4.5,1292191875
713,1726,4.0,1292205576
713,2080,4.5,1292191544
716,1726,2.5,1183833137
724,1250,4.0,1110290288
740,2080,5.0,1155536157
741,558,2.5,1120105771
741,1250,4.0,1120093813
741,1726,3.0,1453787553
741,1930,4.0,1394045848
741,1979,3.0,1330851431
741,2080,4.0,1397350873
741,102899,3.0,1412788246
758,1250,5.0,925389619
761,1250,4.5,1487046977
773,949,4.0,940167365
773,1250,4.0,940163712
776,2080,4.5,1321798025
799,2080,4.5,1078322865
805,1726,4.0,954344124
807,558,3.0,963110297
807,2080,2.0,963108775
808,2080,4.0,1067957130
825,949,4.0,1469181621
825,2080,2.5,1460111144
830,2080,4.0,945242679
832,1250,5.0,890135450
834,1250,4.0,1486255782
834,1726,4.0,1487134600
834,2080,3.5,1486257231
836,2080,3.5,1266466905
837,2080,3.0,1501714083
839,2080,3.0,1137865495
858,1979,1.0,984495285
860,2080,2.5,1275461995
863,558,2.0,1035484560
863,2080,3.0,1035484296
896,2080,4.5,1059191507
898,1250,5.0,945476028
908,558,2.0,1336190325
922,1726,3.5,1245532271
924,1250,3.5,1449952219
930,1250,4.5,1211384841
930,1726,4.0,1276871769
931,1250,5.0,1173168324
931,1927,4.5,1173171424
937,558,2.0,1085703371
937,2080,3.5,1086843401
952,1979,4.0,1043002355
959,949,4.0,1006642215
971,1250,4.0,1146255863
988,2080,4.0,1046917189
990,1726,4.0,941506367
1010,1250,5.0,862849397
1014,1979,1.0,901671103
1018,1250,3.0,1079786873
1023,1250,4.0,1063480654
1023,1927,5.0,1076974834
1025,2080,4.0,1433622428
1041,2080,2.0,1372287393
1042,2080,5.0,965010002
1051,2080,3.5,1166289539
1076,1250,5.0,1015534003
1076,2080,3.0,1015534119
1087,1250,5.0,938887810
1090,1250,4.0,1113036594
1107,949,5.0,1355183157
1114,1250,4.5,1284927069
1126,1250,4.5,1498098709
1129,1250,2.0,1136966595
1134,1250,3.5,1456723988
1136,1250,5.0,965677200
1136,2080,4.0,1007410949
1143,1250,5.0,966252236
1145,1250,5.0,1287944882
1149,949,3.0,957359904
1149,1250,3.0,957320348
1149,1927,4.0,957459085
1154,2080,3.5,1139598151
1164,1250,5.0,867861946
1170,1250,4.5,1101311182
1179,558,3.0,850466028
1207,2080,4.0,1199521546
1239,1250,3.0,956616374
1242,1250,5.0,964658430
1243,1726,1.5,1464572014
1244,1726,3.0,1272227504
1248,1250,5.0,941816023
1265,1250,4.0,1072980589
1267,558,1.0,917365261
1267,1726,5.0,917364124
1284,559,3.0,1001120501
1284,1250,5.0,1001123365
1316,1771,2.0,1188551091
1327,1250,3.5,1134865421
1328,1250,4.5,1112737755
1338,2080,3.0,1133297522
1355,2080,2.0,1172695488
1358,1927,4.0,1337487558
1361,1250,5.0,1152815528
1368,1927,2.5,1196738007
1379,1250,4.0,1212033305
1399,2080,4.0,1249592967
1409,1250,3.0,1487710055
1421,2080,4.0,966641673
1432,1250,4.0,1293148472
1435,1250,4.0,1178935710
1453,1250,3.0,1440725704
1454,1250,4.0,945814137
1454,1927,5.0,945814092
1484,2080,2.5,1225237812
1519,2080,4.0,1291459744
1529,1726,1.0,969038377
1529,2080,4.0,969036928
1559,2080,2.5,1385693940
1570,1979,1.0,983047194
1572,1726,3.0,1332370242
1579,759,3.0,948268600
1587,558,1.5,1248136901
1587,1726,4.0,1257690788
1588,1250,5.0,1039904613
1598,1927,5.0,1036687122
1602,2080,4.0,992920673
1603,1927,3.0,1230531335
1607,1250,3.0,1494396027
1608,949,2.0,945198406
1608,2080,1.0,945200663
1609,1927,4.0,972043240
1609,2080,4.0,973857320
1617,1250,4.5,1073508243
1641,2080,4.0,1172691485
1646,2080,2.0,1299303725
1647,1250,5.0,962554393
1652,1250,2.0,1142450567
1652,2080,3.0,1142388431
1657,1250,4.0,1248058111
1658,2080,3.5,1193535415
1660,2080,4.0,939225030
1670,949,3.0,1027279860
1670,1250,5.0,1027279742
1670,1927,5.0,1027278851
1670,1930,5.0,1027278851
1670,2080,2.0,1027280022
1698,1250,4.0,1107456888
1706,2080,4.5,1056261239
1726,2080,2.0,1479016228
1728,1250,3.5,1400961140
1731,1250,5.0,1001178270
1740,1250,5.0,866649048
1757,558,3.0,942181856
1757,949,5.0,945991516
1757,1250,4.0,941997208
1757,1927,5.0,945991410
1757,2080,3.0,945991530
1777,26497,4.5,1266051218
1780,2080,3.5,1180398011
1787,2080,4.0,1177250267
1796,1927,4.5,1144561022
1799,1250,5.0,879853861
1802,1250,3.5,1136764227
1802,2080,3.0,1182627663
1817,1726,4.0,1118822047
1824,1250,4.0,956620936
1824,2080,5.0,956585408
1843,1726,4.5,1476226742
1846,2080,3.0,1485019496
1856,2080,3.5,1483814494
1857,1250,4.0,1057513097
1857,1927,4.0,1057513169
1863,1250,4.0,1225247333
1888,1771,4.0,1058172799
1888,1979,3.5,1092639291
1906,1250,4.0,1233261006
1923,862,3.0,858335006
1932,1250,3.5,1181787372
1932,2080,2.0,1250618302
1941,1250,3.0,940717360
1944,1726,3.0,1143766917
1944,2080,3.5,1142967102
1953,1250,4.0,849958504
1954,1250,5.0,1013486710
1955,2080,4.0,938944223
1956,1771,2.0,953063770
2000,1250,5.0,859054332
2016,1726,4.0,1233007988
2022,2080,3.0,1343777027
2030,1250,5.0,1462405215
2030,2080,4.0,1462405568
2036,2080,4.0,968796573
2039,2080,2.0,1294892146
2060,2080,3.5,1191463667
2066,949,5.0,1006227300
2066,1927,5.0,1006216800
2089,1250,4.5,1469316461
2103,862,5.0,946044912
2103,949,4.0,946044153
2103,1250,5.0,945869008
2115,1726,3.0,995481054
2129,2080,2.0,978215704
2132,949,5.0,974692599
2132,1250,4.0,974692827
2132,1927,4.0,975271986
2143,1250,4.5,1435067792
2173,1250,4.5,1073189214
2191,1726,3.5,1462644087
2195,1927,4.0,1051843354
2203,1250,5.0,854015575
2230,1927,3.0,952487627
2258,1250,0.5,1125834955
2268,2080,4.5,1171783741
2289,1250,4.0,976207762
2289,2080,5.0,976210519
2306,1250,3.0,1435839972
2313,1250,5.0,1285813914
2350,1250,5.0,1028734350
2354,1250,5.0,853529939
2363,2080,3.0,1162547816
2372,2080,3.0,1066463171
2375,2080,4.0,1116262797
2380,1250,3.5,1459548388
2383,1726,5.0,956418557
2383,2080,5.0,956416318
2384,2080,4.0,1051736327
2405,2080,2.0,1023308929
2406,2080,4.0,960938667
2407,2080,4.5,1425461207
2410,1250,4.0,971205546
2435,1250,5.0,974807846
2435,1927,5.0,974807945
2450,2080,4.0,1345333439
2451,1250,4.0,1374916937
2465,2080,5.0,947537841
2477,1250,5.0,1127624323
2477,7220,4.0,1127626378
2489,2080,2.5,1489504630
2490,1250,5.0,1100912358
2497,1771,3.0,975393615
2497,1979,4.0,975393382
2506,949,5.0,993577948
2506,2080,5.0,997478206
2513,1250,5.0,953568950
2515,1250,5.0,879508017
2520,949,4.0,1462032978
2520,1250,5.0,1462027198
2526,1979,1.0,999973266
2526,2080,3.0,1001015335
2531,949,3.5,1095563168
2531,1250,3.0,954116347
2531,2080,3.0,1230903957
2537,1250,5.0,851154117
2545,1250,3.0,869630449
2547,1250,4.5,1070760202
2547,1726,2.5,1108688511
2555,2080,3.5,1211716144
2557,1979,3.0,924952031
2565,2080,5.0,943833349
2598,1250,3.0,849634653
2603,1250,3.5,1097556598
2609,1250,4.0,1463273649
2609,2080,4.0,1463273761
2627,1250,4.0,1119899563
2627,2080,3.0,945212361
2637,1250,5.0,1170279268
2639,1250,5.0,1196138839
2645,1250,4.5,1165498668
2650,1927,4.5,1456008012
2656,1250,3.5,1085470967
2659,1250,4.0,990382728
2659,1927,4.0,990382790
2668,1857,3.0,943897757
2669,2080,3.5,1402879495
2683,1250,5.0,1011744617
2695,1250,5.0,1483595334
2695,1927,4.0,1483597070
2749,2080,3.0,1187826103
2759,1927,4.0,969763664
2769,1250,3.0,1008097643
2795,1250,4.0,1007744632
2816,1250,3.5,1237490782
2827,2080,5.0,1305357996
2830,1250,1.5,1112565391
2831,1771,3.0,943204510
2832,2080,3.5,1097174471
2843,2080,4.0,916664201
2847,1250,4.5,1214043587
2855,1250,4.5,1117472743
2856,559,3.0,1050530071
2863,1250,4.5,1076015733
2865,1250,4.0,1112211387
2878,1250,4.0,999893829
2878,1927,4.0,992623787
2885,1250,4.0,1184073399
2890,1250,4.0,947437449
2895,1927,5.0,998629290
2899,1250,4.0,1177157175
2900,2080,4.0,1293483765
2901,2080,3.0,1139723595
2905,949,3.0,976239808
2906,1250,4.0,1267393988
2906,2080,3.5,1267394444
2929,1250,5.0,1455928238
2930,2080,3.0,1148064229
2965,1250,4.0,1317148491
2970,2080,3.0,1196276665
2975,558,3.0,1170626025
2975,1250,4.5,1170552153
2975,1726,2.0,1180660121
2975,1771,2.5,1180658637
2975,1857,3.5,1180658313
2975,1979,1.5,1170625438
2975,7220,4.5,1183037040
2983,1250,4.0,1199556398
2986,558,1.0,902100992
2995,2080,4.5,1061949416
3009,1927,5.0,1335683476
3011,558,1.0,953045289
3011,2080,3.0,953046367
3030,1250,4.5,1490658634
3047,1726,4.0,903846246
3048,949,4.5,1077051968
3048,2080,3.5,1069896898
3072,1979,3.0,955548654
3075,2080,3.5,1494210967
3077,1979,1.0,945039249
3084,558,1.0,902959113
3084,949,4.0,902962829
3084,2080,4.0,902962742
3109,1250,5.0,1049231477
3116,2080,3.0,1158416037
3120,2080,3.0,1298089352
3125,558,3.5,1370237565
3125,2080,3.0,1370220767
3140,1726,3.5,1270920128
3150,2080,4.0,1116728537
3152,1250,3.0,955661200
3152,1927,3.0,955661184
3152,2080,4.0,955656597
3202,2080,2.5,1200943324
3222,2080,3.5,1133378270
3226,558,2.0,906208655
3226,2080,4.0,906209673
3249,1250,3.5,1059702597
3251,1250,3.0,849630406
3265,1250,5.0,954172785
3265,2080,3.5,1074090328
3273,2080,4.0,1225757929
3288,1250,4.5,1099646303
3288,2080,2.0,1067042002
3301,1250,4.0,976388292
3301,1927,4.0,976388292
3314,1250,4.5,1112791754
3316,2080,3.5,1461109520
3352,1250,4.0,1173636228
3357,1250,4.0,1132267714
3358,1250,4.0,925387077
3366,1250,3.0,1323258588
3366,1979,0.5,1169483992
3382,558,1.0,913254476
3397,1250,3.0,938973005
3415,1927,4.0,946846331
3415,2080,4.0,939503968
3418,1927,0.5,1213611754
3429,2080,4.5,1389568468
3437,558,3.5,1169507190
3437,1250,3.5,1169503239
3437,1726,3.0,1169563268
3437,1771,2.5,1169593787
3437,1979,2.0,1170116921
3437,2080,4.0,1169503904
3438,1250,1.5,1123265456
3439,1927,3.5,1403980374
3446,1250,5.0,949184404
3484,2080,4.0,1229136164
3490,1250,3.5,1130437710
3494,1250,4.0,861637292
3502,1250,5.0,1151962585
3518,1250,3.0,1346560331
3518,2080,4.0,1337188880
3533,2080,5.0,1172266200
3534,1250,3.0,1088517690
3556,2080,3.0,1393891292
3557,2080,4.0,1424667587
3560,1250,4.0,953660185
3570,1250,4.0,1446503915
3575,1726,4.0,1465529597
3582,949,3.0,945040523
3582,1250,5.0,945040371
3588,1857,4.0,1039561933
3600,1250,5.0,984956930
3604,1250,4.5,1185985007
3607,1250,4.0,1086887267
3612,1250,2.0,1288214042
3615,1250,5.0,960255286
3631,1979,0.5,1105952825
3656,1250,3.0,1086452485
3656,2080,2.5,1101670966
3657,558,3.0,853002611
3657,1250,5.0,852405461
3678,1250,4.0,1071610992
3693,1250,4.0,941647127
3693,2080,4.0,941647729
3694,1979,2.0,1067545569
3694,2080,2.5,1067537577
3697,1250,5.0,1408189527
3717,2080,4.5,1270871881
3726,1250,2.5,1373056917
3731,1250,5.0,1170809654
3732,1250,0.5,1211757880
3740,2080,2.0,1310181505
3756,1250,4.5,1091704639
3760,2080,3.5,1089771867
3767,1726,4.0,1359419632
3767,2080,3.0,1359326897
3771,2080,3.0,941214590
3773,1250,5.0,1283249770
3778,949,4.0,1031154722
3778,1250,5.0,976729352
3780,1250,4.5,1436920802
3792,1250,5.0,945123210
3792,1726,2.0,945122710
3794,1250,4.0,1448190889
3796,558,4.5,1346968045
3797,1250,5.0,1054944467
3817,1927,4.5,1085421949
3820,2080,5.0,952025597
3825,1927,5.0,945129344
3840,949,4.0,973402113
3840,1250,5.0,973391516
3865,1250,5.0,867963424
3900,558,3.0,945044774
3900,2080,4.0,945041548
3902,2080,3.5,1327622058
3910,949,3.5,1053082397
3910,2080,3.0,985603329
3918,1250,4.0,1103913255
3925,2080,5.0,1445528569
3926,1250,4.0,1018356427
3950,558,2.0,944984246
3950,1726,3.0,944984284
3955,1250,4.0,943192233
3956,2080,5.0,943727282
3975,1250,5.0,978657590
4013,2080,3.0,1262383458
4015,2080,3.5,1449113779
4016,949,3.0,945140358
4016,1250,4.0,945140435
4016,2080,3.0,945143788
4021,2080,4.0,1010027527
4024,1250,3.0,943961385
4024,2080,3.0,943959171
4063,1250,4.0,1116334369
4066,949,3.0,859107101
4066,1250,3.0,859105974
4072,2080,5.0,1404016514
4073,1250,4.0,956677824
4083,2080,4.0,1388032379
4084,1250,5.0,945159680
4084,1726,5.0,945161126
4094,1250,4.5,1152499894
4095,1726,2.0,1416759643
4095,1927,4.0,1416756095
4095,1979,2.0,1303072403
4095,2080,3.0,1303065753
4098,1250,5.0,1454436448
4102,2080,3.0,1111490078
4123,2080,4.0,901201420
4135,2080,3.0,1490237999
4136,1979,1.0,970438409
4139,1250,5.0,1114590409
4143,2080,4.0,1174273410
4143,26497,3.5,1174097094
4152,2080,4.0,1192578897
4154,2080,4.5,1494352782
4156,1250,3.5,1121284525
4160,1250,5.0,943123584
4160,1726,3.0,950509176
4160,1927,4.0,951063352
4160,7220,4.0,1073269635
4168,2080,2.5,1185419124
4213,1250,4.0,855476493
4219,558,2.0,1244496658
4219,2080,5.0,949260158
4220,1726,3.0,945958722
4229,2080,4.0,1319728543
4236,1250,5.0,976689077
4266,1250,2.0,1227755811
4274,2080,4.0,1407701775
4276,2080,3.0,1497860095
4280,2080,2.5,1295591009
4294,1979,2.0,988638700
4294,2080,5.0,992096007
4323,949,4.0,1001707999
4323,1250,5.0,942066704
4323,1726,4.0,1483492507
4323,1857,3.0,963237718
4323,2080,4.0,1001708597
4330,2080,5.0,980117956
4345,1726,4.0,1443065581
4346,2080,4.5,1394310173
4355,2080,4.0,1208978297
4359,1250,4.0,1110465036
4362,2080,4.0,953449794
4364,1250,4.0,1363041435
4375,1250,3.0,1459429347
4375,2080,3.0,1459425363
4384,1250,4.0,1114684406
4387,1726,2.0,1445030727
4387,1979,3.0,1445030819
4387,2080,4.0,1445030838
4412,1250,3.5,1149449994
4427,2080,4.0,1177942863
4442,1726,2.0,1112825434
4444,2080,2.5,1346925103
4447,1979,5.0,1467970054
4450,2080,2.0,1356626407
4453,1250,3.0,1107546929
4457,1250,5.0,938862167
4471,2080,3.0,1379520817
4474,1250,4.5,1436815364
4477,558,3.0,860582596
4485,1979,2.5,1435307581
4487,1250,3.5,1121626884
4492,1250,4.5,1257980702
4492,2080,4.0,1258960267
4493,1927,4.0,1329542566
4493,2080,4.0,1329542599
4496,558,3.5,1432074348
4512,1927,4.5,1069882259
4532,1979,3.0,965966518
4544,1726,4.0,885388075
4552,1250,3.5,1098944913
4616,558,2.0,940280915
4617,1250,3.0,917271326
4617,2080,4.0,916672176
4618,1250,5.0,857163121
4627,2080,2.0,1111459842
4629,1726,5.0,993020260
4666,2080,3.5,1087922378
4689,1927,3.5,1242894743
4697,2080,0.5,1150760307
4706,1250,4.0,1100374536
4710,2080,5.0,1306444622
4722,1726,3.5,1454812126
4739,2080,5.0,1258078984
4743,949,4.5,1336924373
4743,1250,4.5,1336923504
4744,1250,4.0,1461431278
4777,1927,4.0,923680849
4777,2080,5.0,923679295
4785,1250,2.0,1112063785
4785,1979,3.0,1112081688
4802,2080,5.0,955226347
4805,2080,4.0,1188185327
4810,1979,3.0,939834164
4829,2080,5.0,1076163256
4831,1927,4.0,972678915
4844,1979,2.0,1005401080
4850,1250,4.0,1075962691
4852,949,4.0,958275751
4852,1250,3.0,958275418
4889,1250,4.0,967006425
4900,1250,5.0,945123835
4913,1979,1.0,967415612
4916,558,2.5,1435497990
4916,1726,4.0,1435500643
4916,1979,3.5,1435523739
4916,2080,3.5,1435463621
4937,1979,2.5,1103843039
4974,1250,5.0,1159927974
4985,1250,3.5,1101750192
4986,1250,4.5,1491474262
4993,1250,3.0,847776367
4997,949,4.5,1329896919
4997,2080,3.0,1265078317
5021,1250,5.0,850553893
5024,949,4.0,967729043
5024,1250,2.0,967729298
5024,1927,4.0,967430985
5028,558,1.0,946321415
5043,1250,4.0,1105615036
5047,2080,2.5,1233458858
5061,558,1.0,1082736003
5064,1250,3.0,856623438
5077,2080,4.0,1012862128
5086,1927,3.0,1117054789
5087,2080,4.0,975567218
5096,1250,4.0,938793841
5102,1250,4.0,968419707
5102,1979,1.0,940153351
5105,1250,4.5,1085182325
5110,1250,4.5,1168829541
5118,1250,3.5,1193681717
5127,558,3.5,1217099868
5127,1250,3.0,1196469853
5131,1250,4.5,1099416747
5148,1979,2.0,1003595739
5153,949,3.0,975402014
5153,2080,4.0,975401289
5173,949,3.0,1002074023
5173,1250,4.0,1002073929
5178,2080,4.0,951441938
5185,1927,5.0,939863919
5190,1250,3.0,975209456
5195,1250,2.0,1401350025
5215,949,4.0,992147760
5215,1250,5.0,992146769
5216,1250,4.5,1072063097
5229,1857,4.0,1047151343
5229,1979,5.0,1013974693
5229,2080,5.0,1013974389
5231,759,5.0,975354377
5231,1726,1.0,975631079
5233,2080,3.0,1127695621
5251,1250,3.0,849821245
5274,1250,4.0,850148796
5275,1250,5.0,983459752
5282,1250,4.0,974615933
5288,1250,5.0,1178915336
5300,1250,3.5,1200982722
5305,1250,3.5,1192669658
5307,1250,3.5,1182553642
5317,2080,5.0,1150592747
5332,1726,3.0,1345924129
5340,1726,4.0,973628206
5353,558,2.0,943430256
5353,2080,5.0,943373408
5357,2080,3.0,975099389
5363,2080,4.0,1009440047
5378,1250,4.0,975529591
5378,1726,3.0,976315938
5378,2080,3.0,985302538
5379,1250,2.0,1114203796
5380,862,1.0,878941641
5391,1979,2.0,971589147
5395,1250,4.0,1450035892
5422,1250,4.0,1308434959
5422,2080,4.0,1310772207
5437,1250,5.0,1112497785
5451,558,5.0,1349304594
5470,2080,3.5,1284218943
5472,558,2.0,997995339
5472,1726,2.0,999379168
5472,2080,4.0,997995559
5495,2080,1.0,977623809
5506,2080,5.0,1392625261
5512,1250,5.0,893196225
5512,1726,4.0,885092603
5515,2080,3.5,1267641847
5523,949,3.5,1431339298
5523,1250,3.5,1429198619
5523,1726,1.0,1432130336
5523,2080,4.0,1432027436
5550,2080,5.0,1007550785
5596,2080,1.5,1138717987
5600,1250,3.0,1420949615
5602,1726,4.0,974648298
5614,2080,3.0,1257663210
5616,1250,4.0,1127080081
5617,1726,3.0,1306656296
5619,2080,4.0,1270522909
5620,558,5.0,1261678776
5620,1726,4.0,1261960713
5620,1771,5.0,1262122931
5620,1979,5.0,1261736297
5620,2080,5.0,1261682387
5621,949,4.0,942548511
5621,1250,5.0,942548467
5621,1726,2.0,979199719
5629,2080,4.0,1111350465
5641,1250,3.5,1463114538
5641,1726,3.0,1465589851
5653,1250,4.0,1422113211
5676,1979,0.5,1073487522
5683,2080,3.0,954458076
5701,1927,5.0,1006705757
5705,759,5.0,973070265
5705,949,5.0,973070469
5705,1250,5.0,973070599
5708,559,3.0,959007260
5708,1857,3.0,959007011
5720,1979,4.0,1111541162
5726,2080,2.0,1175111710
5729,1250,4.0,1355607741
5732,1771,2.0,1076252852
5732,1927,4.5,1081693922
5733,1250,3.0,1114682043
5742,1250,4.0,1131569312
5749,949,4.0,963472279
5749,1250,4.0,963472249
5749,1927,4.0,963469374
5752,1250,3.0,1340103316
5752,2080,3.0,1401608050
5759,1250,4.0,945977646
5761,1250,4.0,998534835
5761,2080,3.0,998535227
5765,1250,3.0,997568763
5766,2080,3.5,1367243538
5776,1250,5.0,995142665
5776,1927,5.0,995142574
5776,2080,4.0,1042753319
5785,2080,4.5,1272055631
5786,1250,3.5,1117443543
5797,2080,4.5,1124211032
5804,1250,4.0,1460978867
5806,1250,3.0,1076868057
5811,1726,1.0,1113084838
5811,1979,1.0,1112405742
5829,558,3.0,1457778799
5829,1250,3.0,1449921293
5829,1726,1.5,1468739274
5829,1927,3.5,1451289987
5829,2080,3.5,1449430256
5831,2080,3.0,1217049410
5839,2080,5.0,1259307590
5844,1250,4.0,1457797812
5846,1250,2.5,1117949843
5875,1726,2.5,1117304657
5915,1250,4.5,1141738767
5915,1726,2.0,1218538021
5915,2080,4.0,1165321845
5930,1250,3.0,1109939370
5933,1250,4.0,901153805
5937,1250,4.5,1373669914
5953,2080,4.0,1432706321
5961,2080,5.0,945998501
5983,1726,3.5,1489916150
5991,2080,3.5,1226449773
5993,1250,5.0,1146559788
6004,1250,4.0,1046328215
6004,1927,4.0,1046337502
6004,2080,3.0,1046330039
6005,2080,4.0,943287215
6008,1250,2.5,1466466892
6008,2080,2.5,1466466165
6013,759,3.0,974873010
6013,949,4.0,974874062
6013,1927,4.0,974873427
6032,2080,5.0,1273863779
6049,2080,3.0,944948266
6059,1250,5.0,940065540
6064,1250,3.0,1234645471
6074,1250,4.0,1058311537
6074,2080,3.0,1058580352
6086,1250,5.0,881190800
6087,2080,2.0,1066148919
6099,2080,3.0,1099249797
6109,558,3.0,1046862658
6109,2080,4.0,1046801177
6124,1250,4.0,901214910
6132,1726,4.5,1251516324
6135,558,5.0,928939481
6171,2080,4.0,1112085487
6176,2080,3.0,942924729
6177,862,4.0,859415226
6188,949,4.0,1143342404
6188,1250,4.0,1068174726
6188,1927,4.0,1022812528
6188,99861,3.5,1464402314
6197,1250,5.0,1241339703
6200,1250,4.0,1130655627
6201,1250,4.0,939823788
6201,1979,1.0,941462596
6201,2080,3.0,941207304
6205,1979,1.0,1089847250
6207,1250,4.5,1199205706
6220,2080,3.0,1010660979
6222,2080,5.0,988857133
6233,1250,4.5,1112447514
6244,558,4.5,1501276718
6244,2080,4.5,1501267060
6282,1857,2.5,1118188147
6290,2080,3.5,1089227233
6294,558,3.0,947196799
6294,949,3.0,947265883
6294,1726,3.0,947271029
6294,2080,4.0,947258655
6295,1250,5.0,1097624822
6297,2080,0.5,1306463572
6323,1927,3.0,992681461
6335,1250,5.0,1437328232
6335,1927,3.5,1437328382
6357,1726,4.0,1111525091
6357,1927,2.0,1111539968
6358,1250,3.0,1197220024
6363,1250,5.0,945506146
6363,2080,4.0,945509508
6392,1250,5.0,1214023559
6404,1250,5.0,993355460
6404,1927,5.0,993355383
6406,1250,4.0,1235466585
6415,2080,3.0,943429629
6448,1250,4.0,1111553926
6448,1927,3.5,1111475130
6475,1250,5.0,947118662
6475,2080,5.0,947118877
6482,558,3.0,1047224969
6486,1250,5.0,956952053
6495,1250,4.0,961646648
6496,759,3.0,954203967
6500,1250,4.5,1144059414
6512,2080,4.0,1444382195
6513,949,3.5,1086724923
6513,1250,4.5,1165436781
6513,1726,1.5,1146088700
6513,1857,3.0,1146068666
6513,2080,4.0,1086533047
6525,862,4.0,857388995
6525,949,4.0,854544856
6571,1250,4.0,975210923
6573,2080,4.0,953621628
6583,1250,4.0,1094696223
6583,1726,3.0,1124397701
6595,558,4.5,1271200221
6595,2080,4.5,1271195860
6596,2080,4.0,1374693792
6609,2080,4.0,940233286
6613,2080,4.0,945056019
6621,2080,3.0,956603852
6623,558,2.5,1111570632
6623,2080,4.0,1111570392
6630,1250,3.0,1037834251
6630,1726,3.0,1037830268
6630,1927,5.0,1037833055
6651,1250,4.0,944985139
6654,1250,3.5,1087585958
6654,2080,3.0,1087586705
6659,558,2.0,965704355
6663,1250,4.0,1131304036
6663,1979,3.0,1155681752
6666,2080,3.0,983207970
6671,1927,3.0,1005500636
6686,949,5.0,900764299
6688,2080,3.5,1235438600
6707,1250,4.0,953441882
6713,1250,4.0,854343007
6714,1250,4.0,1085109371
6714,2080,3.5,1091070520
6720,2080,5.0,939333710
6745,2080,4.0,1203827821
6767,2080,4.5,1473817484
6775,2080,4.0,1304850606
6785,2080,3.0,1454162331
6797,949,4.0,879324943
6797,1250,5.0,879242832
6803,2080,3.5,1304920737
6822,1250,4.0,938960227
6823,1250,5.0,1107795306
6823,1927,3.0,1107794114
6835,2080,3.0,1337180290
6863,1726,1.0,981914451
6879,2080,3.0,1013375448
6883,1250,5.0,1092907767
6885,2080,0.5,1272055150
6888,2080,4.0,947281661
6893,1250,5.0,1051894721
6914,1250,5.0,983932302
6914,1927,5.0,983932302
6914,2080,3.0,983927282
6916,1979,3.0,1186503411
6918,949,4.0,939047056
6918,2080,4.0,938792355
6920,2080,4.0,1025489475
6926,1250,4.0,1101021709
